"id_amortizacion","id_credito","num_cuota","saldo_total","monto_cuota","saldo_exigible","estado","fecha_cuota","fecha_pago","monto_seguro","pais","estatus","cuota_moneda","exigible_moneda","tasa","numero_periodos","score_hit","score_no_hit","valor_financiamiento","prima","accesorios"
2520,HN0000247,"6 ",115.66,38.55,,Fijo,2024-11-16,,,Honduras,,963.85,,4.1500,8,0,532,3875.00,1125.00,500.00
2521,HN0000247,"7 ",77.11,38.55,,Fijo,2024-12-01,,,Honduras,,963.85,,4.1500,8,0,532,3875.00,1125.00,500.00
2522,HN0000247,"8 ",38.55,38.55,,Fijo,2024-12-16,,,Honduras,,963.82,,4.1500,8,0,532,3875.00,1125.00,500.00
2523,SV0000074,"1 ",338.28,42.29,42.29,Vencido,2024-09-02,,,El Salvador,,42.29,42.29,4.1500,8,0,534,170.00,71.00,0.00
2524,SV0000074,"2 ",295.99,42.29,42.29,Vencido,2024-09-17,,,El Salvador,,42.29,42.29,4.1500,8,0,534,170.00,71.00,0.00
2525,SV0000074,"3 ",253.70,42.29,,Fijo,2024-10-02,,,El Salvador,,42.29,,4.1500,8,0,534,170.00,71.00,0.00
2526,SV0000074,"4 ",211.41,42.29,,Fijo,2024-10-17,,,El Salvador,,42.29,,4.1500,8,0,534,170.00,71.00,0.00
2527,SV0000074,"5 ",169.12,42.29,,Fijo,2024-11-01,,,El Salvador,,42.29,,4.1500,8,0,534,170.00,71.00,0.00
2528,SV0000074,"6 ",126.83,42.29,,Fijo,2024-11-16,,,El Salvador,,42.29,,4.1500,8,0,534,170.00,71.00,0.00
2529,SV0000074,"7 ",84.54,42.29,,Fijo,2024-12-01,,,El Salvador,,42.29,,4.1500,8,0,534,170.00,71.00,0.00
2530,SV0000074,"8 ",42.25,42.25,,Fijo,2024-12-16,,,El Salvador,,42.25,,4.1500,8,0,534,170.00,71.00,0.00
2531,HN0000248,"1 ",310.36,38.80,,Pagado a Tiempo,2024-09-02,2024-08-31,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2532,HN0000248,"2 ",271.57,38.80,,Pagado a Tiempo,2024-09-17,2024-09-15,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2533,HN0000248,"3 ",232.77,38.80,,Fijo,2024-10-02,,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2534,HN0000248,"4 ",193.98,38.80,,Fijo,2024-10-17,,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2535,HN0000248,"5 ",155.18,38.80,,Fijo,2024-11-01,,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2536,HN0000248,"6 ",116.38,38.80,,Fijo,2024-11-16,,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2537,HN0000248,"7 ",77.59,38.80,,Fijo,2024-12-01,,,Honduras,,969.88,,4.1500,8,0,569,3899.25,1299.75,0.00
2538,HN0000248,"8 ",38.79,38.79,,Fijo,2024-12-16,,,Honduras,,969.86,,4.1500,8,0,569,3899.25,1299.75,0.00
2539,HN0000249,"1 ",503.26,31.45,31.45,Vencido,2024-09-02,,,Honduras,,786.34,786.34,4.1500,16,0,563,4125.00,1375.00,0.00
2540,HN0000249,"2 ",471.80,31.45,31.45,Vencido,2024-09-17,,,Honduras,,786.34,786.34,4.1500,16,0,563,4125.00,1375.00,0.00
2541,HN0000249,"3 ",440.35,31.45,,Fijo,2024-10-02,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2542,HN0000249,"4 ",408.90,31.45,,Fijo,2024-10-17,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2543,HN0000249,"5 ",377.44,31.45,,Fijo,2024-11-01,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2544,HN0000249,"6 ",345.99,31.45,,Fijo,2024-11-16,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2545,HN0000249,"7 ",314.54,31.45,,Fijo,2024-12-01,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2546,HN0000249,"8 ",283.08,31.45,,Fijo,2024-12-16,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2547,HN0000249,"9 ",251.63,31.45,,Fijo,2024-12-31,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2548,HN0000249,"10 ",220.18,31.45,,Fijo,2025-01-15,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2549,HN0000249,"11 ",188.72,31.45,,Fijo,2025-01-30,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2550,HN0000249,"12 ",157.27,31.45,,Fijo,2025-02-14,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2551,HN0000249,"13 ",125.82,31.45,,Fijo,2025-03-01,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2552,HN0000249,"14 ",94.36,31.45,,Fijo,2025-03-16,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2553,HN0000249,"15 ",62.91,31.45,,Fijo,2025-03-31,,,Honduras,,786.34,,4.1500,16,0,563,4125.00,1375.00,0.00
2554,HN0000249,"16 ",31.45,31.45,,Fijo,2025-04-15,,,Honduras,,786.36,,4.1500,16,0,563,4125.00,1375.00,0.00
2555,SV0000075,"1 ",267.63,22.30,,Pagado Retraso,2024-09-02,2024-09-03,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2556,SV0000075,"2 ",245.33,22.30,,Pagado Retraso,2024-09-17,2024-09-18,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2557,SV0000075,"3 ",223.03,22.30,,Fijo,2024-10-02,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2558,SV0000075,"4 ",200.73,22.30,,Fijo,2024-10-17,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2559,SV0000075,"5 ",178.43,22.30,,Fijo,2024-11-01,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2560,SV0000075,"6 ",156.13,22.30,,Fijo,2024-11-16,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2561,SV0000075,"7 ",133.83,22.30,,Fijo,2024-12-01,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2562,SV0000075,"8 ",111.53,22.30,,Fijo,2024-12-16,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2563,SV0000075,"9 ",89.23,22.30,,Fijo,2024-12-31,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2564,SV0000075,"10 ",66.93,22.30,,Fijo,2025-01-15,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2565,SV0000075,"11 ",44.63,22.30,,Fijo,2025-01-30,,,El Salvador,,22.30,,3.5000,12,0,737,120.00,30.00,0.00
2566,SV0000075,"12 ",22.33,22.33,,Fijo,2025-02-14,,,El Salvador,,22.33,,3.5000,12,0,737,120.00,30.00,0.00
2567,HN0000250,"1 ",252.67,31.58,,Pagado a Tiempo,2024-09-02,2024-09-02,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2568,HN0000250,"2 ",221.09,31.58,,Pagado a Tiempo,2024-09-17,2024-09-17,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2569,HN0000250,"3 ",189.50,31.58,,Fijo,2024-10-02,,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2570,HN0000250,"4 ",157.92,31.58,,Fijo,2024-10-17,,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2571,HN0000250,"5 ",126.34,31.58,,Fijo,2024-11-01,,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2572,HN0000250,"6 ",94.75,31.58,,Fijo,2024-11-16,,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2573,HN0000250,"7 ",63.17,31.58,,Fijo,2024-12-01,,,Honduras,,789.60,,4.3000,8,0,422,3112.50,1037.50,0.00
2574,HN0000250,"8 ",31.58,31.58,,Fijo,2024-12-16,,,Honduras,,789.59,,4.3000,8,0,422,3112.50,1037.50,0.00
2575,HN0000251,"1 ",347.37,21.71,,Pagado Retraso,2024-09-02,2024-09-03,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2576,HN0000251,"2 ",325.66,21.71,,Pagado Retraso,2024-09-17,2024-09-22,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2577,HN0000251,"3 ",303.95,21.71,,Fijo,2024-10-02,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2578,HN0000251,"4 ",282.24,21.71,,Fijo,2024-10-17,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2579,HN0000251,"5 ",260.53,21.71,,Fijo,2024-11-01,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2580,HN0000251,"6 ",238.82,21.71,,Fijo,2024-11-16,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2581,HN0000251,"7 ",217.11,21.71,,Fijo,2024-12-01,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2582,HN0000251,"8 ",195.39,21.71,,Fijo,2024-12-16,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2583,HN0000251,"9 ",173.68,21.71,,Fijo,2024-12-31,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2584,HN0000251,"10 ",151.97,21.71,,Fijo,2025-01-15,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2585,HN0000251,"11 ",130.26,21.71,,Fijo,2025-01-30,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2586,HN0000251,"12 ",108.55,21.71,,Fijo,2025-02-14,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2587,HN0000251,"13 ",86.84,21.71,,Fijo,2025-03-01,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2588,HN0000251,"14 ",65.13,21.71,,Fijo,2025-03-16,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2589,HN0000251,"15 ",43.42,21.71,,Fijo,2025-03-31,,,Honduras,,542.77,,4.1500,16,0,489,2847.25,799.75,448.00
2590,HN0000251,"16 ",21.71,21.71,,Fijo,2025-04-15,,,Honduras,,542.71,,4.1500,16,0,489,2847.25,799.75,448.00
2591,SV0000076,"1 ",323.00,40.38,,Pagado a Tiempo,2024-09-02,2024-09-01,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2592,SV0000076,"2 ",282.62,40.38,,Pagado a Tiempo,2024-09-17,2024-09-17,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2593,SV0000076,"3 ",242.24,40.38,,Fijo,2024-10-02,,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2594,SV0000076,"4 ",201.86,40.38,,Fijo,2024-10-17,,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2595,SV0000076,"5 ",161.48,40.38,,Fijo,2024-11-01,,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2596,SV0000076,"6 ",121.10,40.38,,Fijo,2024-11-16,,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2597,SV0000076,"7 ",80.72,40.38,,Fijo,2024-12-01,,,El Salvador,,40.38,,4.0000,8,0,665,165.60,41.40,0.00
2598,SV0000076,"8 ",40.34,40.34,,Fijo,2024-12-16,,,El Salvador,,40.34,,4.0000,8,0,665,165.60,41.40,0.00
2599,SV0000077,"1 ",471.91,23.60,,Pagado Retraso,2024-09-03,2024-09-05,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2600,SV0000077,"2 ",448.31,23.60,,Pagado a Tiempo,2024-09-18,2024-09-17,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2601,SV0000077,"3 ",424.71,23.60,,Fijo,2024-10-03,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2602,SV0000077,"4 ",401.11,23.60,,Fijo,2024-10-18,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2603,SV0000077,"5 ",377.51,23.60,,Fijo,2024-11-02,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2604,SV0000077,"6 ",353.91,23.60,,Fijo,2024-11-17,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2605,SV0000077,"7 ",330.31,23.60,,Fijo,2024-12-02,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2606,SV0000077,"8 ",306.71,23.60,,Fijo,2024-12-17,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2607,SV0000077,"9 ",283.11,23.60,,Fijo,2025-01-01,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2608,SV0000077,"10 ",259.51,23.60,,Fijo,2025-01-16,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2609,SV0000077,"11 ",235.91,23.60,,Fijo,2025-01-31,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2610,SV0000077,"12 ",212.31,23.60,,Fijo,2025-02-15,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2611,SV0000077,"13 ",188.71,23.60,,Fijo,2025-03-02,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2612,SV0000077,"14 ",165.11,23.60,,Fijo,2025-03-17,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2613,SV0000077,"15 ",141.51,23.60,,Fijo,2025-04-01,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2614,SV0000077,"16 ",117.91,23.60,,Fijo,2025-04-16,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2615,SV0000077,"17 ",94.31,23.60,,Fijo,2025-05-01,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2616,SV0000077,"18 ",70.71,23.60,,Fijo,2025-05-16,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2617,SV0000077,"19 ",47.11,23.60,,Fijo,2025-05-31,,,El Salvador,,23.60,,4.0000,20,0,664,133.60,33.40,0.00
2618,SV0000077,"20 ",23.51,23.51,,Fijo,2025-06-15,,,El Salvador,,23.51,,4.0000,20,0,664,133.60,33.40,0.00
2619,HN0000252,"1 ",263.83,32.98,,Pagado a Tiempo,2024-09-03,2024-09-02,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2620,HN0000252,"2 ",230.85,32.98,,Pagado a Tiempo,2024-09-18,2024-09-18,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2621,HN0000252,"3 ",197.88,32.98,,Fijo,2024-10-03,,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2622,HN0000252,"4 ",164.90,32.98,,Fijo,2024-10-18,,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2623,HN0000252,"5 ",131.92,32.98,,Fijo,2024-11-02,,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2624,HN0000252,"6 ",98.94,32.98,,Fijo,2024-11-17,,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2625,HN0000252,"7 ",65.96,32.98,,Fijo,2024-12-02,,,Honduras,,824.48,,4.3000,8,0,381,3250.00,1440.00,0.00
2626,HN0000252,"8 ",32.98,32.98,,Fijo,2024-12-17,,,Honduras,,824.49,,4.3000,8,0,381,3250.00,1440.00,0.00
2627,SV0000081,"1 ",188.34,23.54,,Pagado a Tiempo,2024-09-03,2024-09-03,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2628,SV0000081,"2 ",164.80,23.54,,Pagado a Tiempo,2024-09-18,2024-09-18,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2629,SV0000081,"3 ",141.26,23.54,,Fijo,2024-10-03,,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2630,SV0000081,"4 ",117.72,23.54,,Fijo,2024-10-18,,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2631,SV0000081,"5 ",94.18,23.54,,Fijo,2024-11-02,,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2632,SV0000081,"6 ",70.64,23.54,,Fijo,2024-11-17,,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2633,SV0000081,"7 ",47.10,23.54,,Fijo,2024-12-02,,,El Salvador,,23.54,,4.3000,8,0,393,92.80,23.20,0.00
2634,SV0000081,"8 ",23.56,23.56,,Fijo,2024-12-17,,,El Salvador,,23.56,,4.3000,8,0,393,92.80,23.20,0.00
2635,SV0000082,"1 ",257.89,32.24,,Pagado a Tiempo,2024-09-03,2024-09-03,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2636,SV0000082,"2 ",225.65,32.24,,Pagado a Tiempo,2024-09-18,2024-09-18,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2637,SV0000082,"3 ",193.41,32.24,,Fijo,2024-10-03,,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2638,SV0000082,"4 ",161.17,32.24,,Fijo,2024-10-18,,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2639,SV0000082,"5 ",128.93,32.24,,Fijo,2024-11-02,,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2640,SV0000082,"6 ",96.69,32.24,,Fijo,2024-11-17,,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2641,SV0000082,"7 ",64.45,32.24,,Fijo,2024-12-02,,,El Salvador,,32.24,,4.1500,8,0,473,129.60,32.40,0.00
2642,SV0000082,"8 ",32.21,32.21,,Fijo,2024-12-17,,,El Salvador,,32.21,,4.1500,8,0,473,129.60,32.40,0.00
2643,HN0000253,"1 ",229.83,28.73,,Pagado a Tiempo,2024-09-03,2024-09-03,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2644,HN0000253,"2 ",201.10,28.73,,Pagado a Tiempo,2024-09-18,2024-09-17,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2645,HN0000253,"3 ",172.37,28.73,,Fijo,2024-10-03,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2646,HN0000253,"4 ",143.64,28.73,,Fijo,2024-10-18,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2647,HN0000253,"5 ",114.92,28.73,,Fijo,2024-11-02,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2648,HN0000253,"6 ",86.19,28.73,,Fijo,2024-11-17,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2649,HN0000253,"7 ",57.46,28.73,,Fijo,2024-12-02,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2650,HN0000253,"8 ",28.73,28.73,,Fijo,2024-12-17,,,Honduras,,718.22,,4.1500,8,0,458,2887.50,962.50,0.00
2651,HN0000254,"1 ",328.33,41.04,41.04,Vencido,2024-09-03,,,Honduras,,1026.03,1026.03,4.1500,8,0,455,4125.00,1375.00,0.00
2652,HN0000254,"2 ",287.29,41.04,41.04,Vencido,2024-09-18,,,Honduras,,1026.03,1026.03,4.1500,8,0,455,4125.00,1375.00,0.00
2653,HN0000254,"3 ",246.25,41.04,,Fijo,2024-10-03,,,Honduras,,1026.03,,4.1500,8,0,455,4125.00,1375.00,0.00
2654,HN0000254,"4 ",205.21,41.04,,Fijo,2024-10-18,,,Honduras,,1026.03,,4.1500,8,0,455,4125.00,1375.00,0.00
2655,HN0000254,"5 ",164.16,41.04,,Fijo,2024-11-02,,,Honduras,,1026.03,,4.1500,8,0,455,4125.00,1375.00,0.00
2656,HN0000254,"6 ",123.12,41.04,,Fijo,2024-11-17,,,Honduras,,1026.03,,4.1500,8,0,455,4125.00,1375.00,0.00
2657,HN0000254,"7 ",82.08,41.04,,Fijo,2024-12-02,,,Honduras,,1026.03,,4.1500,8,0,455,4125.00,1375.00,0.00
2658,HN0000254,"8 ",41.04,41.04,,Fijo,2024-12-17,,,Honduras,,1026.02,,4.1500,8,0,455,4125.00,1375.00,0.00
2659,SV0000083,"1 ",138.48,17.31,,Pagado Retraso,2024-09-03,2024-09-04,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2660,SV0000083,"2 ",121.17,17.31,,Pagado Retraso,2024-09-18,2024-09-22,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2661,SV0000083,"3 ",103.86,17.31,,Fijo,2024-10-03,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2662,SV0000083,"4 ",86.55,17.31,,Fijo,2024-10-18,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2663,SV0000083,"5 ",69.24,17.31,,Fijo,2024-11-02,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2664,SV0000083,"6 ",51.93,17.31,,Fijo,2024-11-17,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2665,SV0000083,"7 ",34.62,17.31,,Fijo,2024-12-02,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2666,SV0000083,"8 ",17.31,17.31,,Fijo,2024-12-17,,,El Salvador,,17.31,,4.0000,8,0,663,71.00,30.00,0.00
2667,HN0000256,"1 ",247.74,30.97,,Pagado Retraso,2024-09-03,2024-09-04,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2668,HN0000256,"2 ",216.77,30.97,,Pagado a Tiempo,2024-09-18,2024-09-17,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2669,HN0000256,"3 ",185.80,30.97,,Fijo,2024-10-03,,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2670,HN0000256,"4 ",154.84,30.97,,Fijo,2024-10-18,,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2671,HN0000256,"5 ",123.87,30.97,,Fijo,2024-11-02,,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2672,HN0000256,"6 ",92.90,30.97,,Fijo,2024-11-17,,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2673,HN0000256,"7 ",61.93,30.97,,Fijo,2024-12-02,,,Honduras,,774.19,,4.1500,8,0,459,3112.50,1037.50,0.00
2674,HN0000256,"8 ",30.97,30.97,,Fijo,2024-12-17,,,Honduras,,774.16,,4.1500,8,0,459,3112.50,1037.50,0.00
2675,HN0000259,"1 ",442.05,27.63,27.63,Vencido,2024-09-03,,,Honduras,,690.71,690.71,3.5000,16,0,711,4125.00,1375.00,0.00
2676,HN0000259,"2 ",414.42,27.63,27.63,Vencido,2024-09-18,,,Honduras,,690.71,690.71,3.5000,16,0,711,4125.00,1375.00,0.00
2677,HN0000259,"3 ",386.80,27.63,,Fijo,2024-10-03,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2678,HN0000259,"4 ",359.17,27.63,,Fijo,2024-10-18,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2679,HN0000259,"5 ",331.54,27.63,,Fijo,2024-11-02,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2680,HN0000259,"6 ",303.91,27.63,,Fijo,2024-11-17,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2681,HN0000259,"7 ",276.28,27.63,,Fijo,2024-12-02,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2682,HN0000259,"8 ",248.65,27.63,,Fijo,2024-12-17,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2683,HN0000259,"9 ",221.02,27.63,,Fijo,2025-01-01,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2684,HN0000259,"10 ",193.40,27.63,,Fijo,2025-01-16,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2685,HN0000259,"11 ",165.77,27.63,,Fijo,2025-01-31,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2686,HN0000259,"12 ",138.14,27.63,,Fijo,2025-02-15,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2687,HN0000259,"13 ",110.51,27.63,,Fijo,2025-03-02,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2688,HN0000259,"14 ",82.88,27.63,,Fijo,2025-03-17,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2689,HN0000259,"15 ",55.25,27.63,,Fijo,2025-04-01,,,Honduras,,690.71,,3.5000,16,0,711,4125.00,1375.00,0.00
2690,HN0000259,"16 ",27.63,27.63,,Fijo,2025-04-16,,,Honduras,,690.65,,3.5000,16,0,711,4125.00,1375.00,0.00
2691,SV0000084,"1 ",163.98,20.50,,Pagado a Tiempo,2024-09-03,2024-08-30,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2692,SV0000084,"2 ",143.48,20.50,,Pagado a Tiempo,2024-09-18,2024-09-08,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2693,SV0000084,"3 ",122.98,20.50,,Fijo,2024-10-03,,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2694,SV0000084,"4 ",102.48,20.50,,Fijo,2024-10-18,,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2695,SV0000084,"5 ",81.98,20.50,,Fijo,2024-11-02,,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2696,SV0000084,"6 ",61.48,20.50,,Fijo,2024-11-17,,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2697,SV0000084,"7 ",40.98,20.50,,Fijo,2024-12-02,,,El Salvador,,20.50,,4.3000,8,0,421,80.80,20.20,0.00
2698,SV0000084,"8 ",20.48,20.48,,Fijo,2024-12-17,,,El Salvador,,20.48,,4.3000,8,0,421,80.80,20.20,0.00
2699,HN0000260,"1 ",247.74,30.97,,Pagado Retraso,2024-09-03,2024-09-10,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2700,HN0000260,"2 ",216.77,30.97,,Pagado a Tiempo,2024-09-18,2024-09-17,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2701,HN0000260,"3 ",185.80,30.97,,Fijo,2024-10-03,,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2702,HN0000260,"4 ",154.84,30.97,,Fijo,2024-10-18,,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2703,HN0000260,"5 ",123.87,30.97,,Fijo,2024-11-02,,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2704,HN0000260,"6 ",92.90,30.97,,Fijo,2024-11-17,,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
2705,HN0000260,"7 ",61.93,30.97,,Fijo,2024-12-02,,,Honduras,,774.19,,4.1500,8,0,602,3112.50,1037.50,0.00
