"id_amortizacion","id_credito","num_cuota","saldo_total","monto_cuota","saldo_exigible","estado","fecha_cuota","fecha_pago","monto_seguro","pais","estatus","cuota_moneda","exigible_moneda","tasa","numero_periodos","score_hit","score_no_hit","valor_financiamiento","prima","accesorios"
3,SV0000006,"1 ",186.71,23.34,23.34,Vencido,2024-08-18,,,El Salvador,,23.34,23.34,4.3000,8,0,427,92.00,23.00,0.00
4,SV0000009,"1 ",170.48,21.31,,Pagado Retraso,2024-08-18,2024-08-24,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
6,HN0000010,"1 ",392.01,32.67,,Pagado a Tiempo,2024-08-22,2024-08-22,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
12,HN0000011,"1 ",325.36,27.11,,Pagado Retraso,2024-08-21,2024-08-24,,Honduras,,677.84,,3.5000,12,0,707,3647.20,799.80,448.00
14,SV0000021,"1 ",163.84,20.48,,Pagado Retraso,2024-08-21,2024-08-22,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
16,HN0000012,"1 ",206.95,25.87,,Pagado a Tiempo,2024-08-22,2024-08-21,,Honduras,,646.71,,4.1500,8,0,595,2600.00,650.00,0.00
17,HN0000016,"1 ",206.95,25.87,,Pagado Retraso,2024-08-22,2024-08-28,,Honduras,,646.71,,4.1500,8,0,459,2600.00,650.00,0.00
19,SV0000034,"1 ",230.83,28.85,28.85,Vencido,2024-08-22,,,El Salvador,,28.85,28.85,4.1500,8,0,572,116.00,24.00,20.00
20,HN0000013,"1 ",429.93,35.83,35.83,Vencido,2024-08-22,,,Honduras,,895.69,895.69,4.1500,12,0,489,4308.20,1039.80,149.00
21,SV0000033,"1 ",727.80,45.49,,Pagado Retraso,2024-08-22,2024-08-28,,El Salvador,,45.49,,4.0000,16,0,651,245.60,61.40,0.00
22,HN0000015,"1 ",439.11,27.44,,Pagado Retraso,2024-08-22,2024-09-08,,Honduras,,686.11,,4.1500,16,0,458,3599.20,899.80,0.00
23,SV0000032,"1 ",120.24,15.03,15.03,Vencido,2024-08-22,,,El Salvador,,15.03,15.03,1.6000,8,751,0,88.80,22.20,0.00
26,SV0000036,"1 ",250.76,15.67,15.67,Vencido,2024-08-23,,,El Salvador,,15.67,15.67,3.5000,16,613,0,93.60,23.40,0.00
27,HN0000021,"1 ",211.07,26.38,,Pagado Retraso,2024-08-23,2024-09-02,,Honduras,,659.59,,4.3000,8,0,422,2600.00,650.00,0.00
28,SV0000037,"1 ",297.38,18.59,,Pagado Retraso,2024-08-23,2024-09-08,,El Salvador,,18.59,,3.5000,16,594,0,111.00,24.00,15.00
29,HN0000025,"1 ",206.95,25.87,25.87,Vencido,2024-08-23,,,Honduras,,646.71,646.71,4.1500,8,0,563,2600.00,650.00,0.00
30,HN0000017,"1 ",206.95,25.87,,Pagado Retraso,2024-08-23,2024-08-28,,Honduras,,646.71,,4.1500,8,0,459,2600.00,650.00,0.00
32,HN0000020,"1 ",194.45,194.45,,Pagado a Tiempo,2024-08-25,2024-08-25,,Honduras,,4861.26,,4.1500,8,0,495,2792.00,598.00,400.00
33,HN0000022,"1 ",189.36,23.67,23.67,Vencido,2024-08-23,,,Honduras,,591.76,591.76,3.5000,8,0,705,2600.00,650.00,0.00
34,HN0000024,"1 ",206.95,25.87,,Pagado Retraso,2024-08-23,2024-08-30,,Honduras,,646.71,,4.1500,8,0,595,2600.00,650.00,0.00
35,HN0000019,"1 ",211.07,26.38,26.38,Vencido,2024-08-23,,,Honduras,,659.59,659.59,4.3000,8,0,422,2600.00,650.00,0.00
36,HN0000033,"1 ",233.06,29.13,,Pagado Retraso,2024-08-24,2024-08-29,,Honduras,,728.32,,3.5000,8,0,705,3200.00,800.00,0.00
37,HN0000040,"1 ",262.19,32.77,32.77,Vencido,2024-08-24,,,Honduras,,819.35,819.35,3.5000,8,0,705,3600.00,900.00,0.00
38,HN0000038,"1 ",206.95,25.87,25.87,Vencido,2024-08-24,,,Honduras,,646.71,646.71,4.1500,8,0,452,2600.00,650.00,0.00
39,HN0000036,"1 ",206.95,25.87,,Pagado Retraso,2024-08-24,2024-09-16,,Honduras,,646.71,,4.1500,8,0,595,2600.00,650.00,0.00
41,HN0000029,"1 ",206.95,25.87,,Pagado Retraso,2024-08-24,2024-08-27,,Honduras,,646.71,,4.1500,8,0,595,2600.00,650.00,0.00
42,HN0000041,"1 ",211.07,26.38,26.38,Vencido,2024-08-24,,,Honduras,,659.59,659.59,4.3000,8,0,416,2600.00,650.00,0.00
43,HN0000035,"1 ",206.95,25.87,25.87,Vencido,2024-08-24,,,Honduras,,646.71,646.71,4.1500,8,0,489,2600.00,650.00,0.00
44,HN0000034,"1 ",211.07,26.38,,Pagado Retraso,2024-08-24,2024-08-29,,Honduras,,659.59,,4.3000,8,0,416,2600.00,650.00,0.00
45,HN0000027,"1 ",332.42,27.70,,Pagado a Tiempo,2024-08-24,2024-08-24,,Honduras,,692.55,,4.3000,12,0,381,3250.00,1240.00,0.00
46,HN0000047,"1 ",211.07,26.38,,Pagado Retraso,2024-08-24,2024-08-27,,Honduras,,659.59,,4.3000,8,0,416,2600.00,650.00,0.00
48,SV0000038,"1 ",180.79,22.60,,Pagado Retraso,2024-08-24,2024-09-06,,El Salvador,,22.60,,2.2000,8,685,0,120.80,30.20,0.00
49,HN0000046,"1 ",305.01,38.13,,Pagado Retraso,2024-08-24,2024-08-27,,Honduras,,953.15,,4.1500,8,0,571,3832.00,958.00,0.00
50,HN0000045,"1 ",254.70,31.84,31.84,Vencido,2024-08-24,,,Honduras,,795.95,795.95,4.1500,8,0,458,3200.00,800.00,0.00
51,HN0000048,"1 ",259.77,32.47,,Pagado Retraso,2024-08-25,2024-08-28,,Honduras,,811.80,,4.3000,8,0,416,3200.00,800.00,0.00
52,HN0000049,"1 ",301.38,25.11,,Pagado Retraso,2024-08-25,2024-08-27,,Honduras,,627.87,,4.1500,12,0,631,3020.00,730.00,100.00
53,HN0000058,"1 ",286.54,35.82,,Pagado Retraso,2024-08-25,2024-09-02,,Honduras,,895.44,,4.1500,8,0,453,3600.00,900.00,0.00
54,HN0000051,"1 ",319.34,26.61,26.61,Vencido,2024-08-25,,,Honduras,,665.29,665.29,4.1500,12,0,489,3200.00,800.00,0.00
55,HN0000054,"1 ",254.70,31.84,,Pagado Retraso,2024-08-25,2024-08-27,,Honduras,,795.95,,4.1500,8,0,489,3200.00,800.00,0.00
56,HN0000059,"1 ",254.70,31.84,31.84,Vencido,2024-08-25,,,Honduras,,795.95,795.95,4.1500,8,0,595,3200.00,800.00,0.00
57,HN0000060,"1 ",254.70,31.84,,Pagado Retraso,2024-08-25,2024-08-28,,Honduras,,795.95,,4.1500,8,0,595,3200.00,800.00,0.00
58,HN0000057,"1 ",373.33,23.33,,Pagado Retraso,2024-08-25,2024-09-08,,Honduras,,583.32,,4.1500,16,0,458,3060.00,740.00,100.00
59,HN0000052,"1 ",238.71,19.89,,Pagado Retraso,2024-08-25,2024-09-10,,Honduras,,497.31,,4.1500,12,0,458,2392.00,598.00,0.00
60,SV0000040,"1 ",141.23,17.65,,Pagado Retraso,2024-08-25,2024-08-26,,El Salvador,,17.65,,1.8000,8,689,0,100.80,25.20,0.00
61,HN0000053,"1 ",332.42,27.70,,Pagado Retraso,2024-08-25,2024-08-27,,Honduras,,692.55,,4.3000,12,0,387,3250.00,1550.00,0.00
62,SV0000039,"1 ",235.62,29.45,,Pagado Retraso,2024-08-25,2024-08-28,,El Salvador,,29.45,,4.0000,8,0,651,120.80,30.20,0.00
63,SV0000007,"1 ",210.70,26.34,,Pagado a Tiempo,2024-08-18,2024-08-18,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
64,SV0000016,"1 ",249.66,31.21,,Pagado a Tiempo,2024-08-20,2024-08-20,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
65,SV0000019,"1 ",170.43,21.30,,Pagado a Tiempo,2024-08-20,2024-08-20,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
66,SV0000020,"1 ",198.17,24.77,,Pagado a Tiempo,2024-08-21,2024-08-21,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
67,SV0000023,"1 ",301.52,37.69,,Pagado a Tiempo,2024-08-21,2024-08-21,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
68,SV0000025,"1 ",160.23,20.03,,Pagado a Tiempo,2024-08-21,2024-08-20,,El Salvador,,20.03,,3.5000,8,601,0,88.00,22.00,0.00
69,SV0000026,"1 ",196.59,16.38,,Pagado a Tiempo,2024-08-21,2024-08-21,,El Salvador,,16.38,,4.0000,12,0,653,80.80,20.20,0.00
70,SV0000028,"1 ",395.90,24.74,,Pagado a Tiempo,2024-08-21,2024-08-19,,El Salvador,,24.74,,4.0000,16,0,663,133.60,33.40,0.00
71,SV0000029,"1 ",225.03,18.75,,Pagado a Tiempo,2024-08-21,2024-08-21,,El Salvador,,18.75,,4.3000,12,0,413,88.00,22.00,0.00
72,HN0000050,"1 ",382.03,31.84,,Pagado a Tiempo,2024-08-25,2024-08-20,,Honduras,,795.90,,4.1500,12,0,452,3828.20,919.80,149.00
74,HN0000064,"1 ",229.23,28.65,,Pagado a Tiempo,2024-08-26,2024-08-26,,Honduras,,716.36,,4.1500,8,0,486,2880.00,720.00,0.00
75,HN0000066,"1 ",274.76,34.35,,Pagado a Tiempo,2024-08-26,2024-08-26,,Honduras,,858.63,,4.1500,8,0,495,3452.00,838.00,100.00
76,HN0000067,"1 ",259.77,32.47,,Pagado Retraso,2024-08-26,2024-08-28,,Honduras,,811.80,,4.3000,8,0,416,3200.00,800.00,0.00
77,SV0000044,"1 ",178.84,14.90,,Pagado Retraso,2024-08-26,2024-08-27,,El Salvador,,14.90,,1.8000,12,696,0,112.80,28.20,0.00
83,HN0000069,"1 ",287.41,23.95,,Pagado Retraso,2024-08-27,2024-08-31,,Honduras,,598.77,,4.1500,12,0,453,2880.00,720.00,0.00
84,HN0000070,"1 ",206.95,25.87,25.87,Vencido,2024-08-27,,,Honduras,,646.71,646.71,4.1500,8,0,453,2600.00,650.00,0.00
85,HN0000072,"1 ",254.70,31.84,31.84,Vencido,2024-08-27,,,Honduras,,795.95,795.95,4.1500,8,0,453,3200.00,800.00,0.00
86,HN0000073,"1 ",351.28,29.27,29.27,Vencido,2024-08-27,,,Honduras,,731.82,731.82,4.1500,12,0,452,3520.00,880.00,0.00
87,HN0000074,"1 ",263.83,32.98,32.98,Vencido,2024-08-27,,,Honduras,,824.48,824.48,4.3000,8,0,447,3250.00,1040.00,0.00
89,HN0000078,"1 ",206.31,25.79,,Pagado Retraso,2024-08-27,2024-08-29,,Honduras,,644.72,,4.1500,8,0,631,2592.00,598.00,200.00
90,HN0000079,"1 ",237.22,19.77,,Pagado Retraso,2024-08-27,2024-09-11,0.08,Honduras,,494.20,,4.3000,12,0,379,2319.20,579.80,0.00
92,HN0000081,"1 ",287.11,35.89,,Pagado Retraso,2024-08-27,2024-08-29,,Honduras,,897.22,,4.0000,8,0,665,3680.00,920.00,0.00
93,HN0000084,"1 ",184.66,23.08,,Pagado Retraso,2024-08-27,2024-08-28,,Honduras,,577.06,,4.1500,8,0,486,2320.00,580.00,0.00
94,HN0000087,"1 ",338.28,42.28,,Pagado Retraso,2024-08-27,2024-08-29,,Honduras,,1057.12,,4.1500,8,0,563,4250.00,3250.00,0.00
95,HN0000090,"1 ",231.44,19.29,,Pagado a Tiempo,2024-08-28,2024-08-28,,Honduras,,482.17,,4.1500,12,0,571,2319.20,579.80,0.00
96,HN0000092,"1 ",292.27,36.53,36.53,Vencido,2024-08-28,,,Honduras,,913.35,913.35,4.1500,8,0,637,3672.00,918.00,0.00
97,HN0000093,"1 ",290.30,36.29,,Pagado a Tiempo,2024-08-28,2024-08-27,,Honduras,,907.18,,4.1500,8,0,631,3647.20,799.80,448.00
98,SV0000046,"1 ",159.19,19.90,19.90,Vencido,2024-08-28,,,El Salvador,,19.90,19.90,4.1500,8,0,570,80.00,20.00,0.00
99,HN0000095,"1 ",256.92,21.41,,Pagado Retraso,2024-08-28,2024-08-29,,Honduras,,535.25,,3.5000,12,0,719,2880.00,720.00,0.00
101,HN0000097,"1 ",233.80,29.22,29.22,Vencido,2024-08-28,,,Honduras,,730.62,730.62,4.3000,8,0,422,2880.00,720.00,0.00
102,HN0000098,"1 ",290.30,36.29,36.29,Vencido,2024-08-28,,,Honduras,,907.18,907.18,4.1500,8,0,495,3647.20,799.80,448.00
103,HN0000099,"1 ",225.68,28.21,,Pagado Retraso,2024-08-28,2024-08-30,,Honduras,,705.25,,4.3000,8,0,422,2780.00,695.00,0.00
104,HN0000100,"1 ",237.04,29.63,,Pagado a Tiempo,2024-08-28,2024-08-28,,Honduras,,740.77,,4.3000,8,0,410,2920.00,730.00,0.00
105,HN0000101,"1 ",225.68,28.21,28.21,Vencido,2024-08-28,,,Honduras,,705.25,705.25,4.3000,8,0,422,2780.00,695.00,0.00
106,HN0000103,"1 ",254.70,31.84,31.84,Vencido,2024-08-28,,,Honduras,,795.95,795.95,4.1500,8,0,453,3200.00,800.00,0.00
107,HN0000104,"1 ",234.66,29.33,,Pagado Retraso,2024-08-28,2024-08-30,,Honduras,,733.32,,4.1500,8,0,631,2948.20,699.80,149.00
108,HN0000105,"1 ",263.83,32.98,,Pagado Retraso,2024-08-28,2024-08-30,,Honduras,,824.48,,4.3000,8,0,373,3250.00,2350.00,0.00
109,HN0000108,"1 ",259.77,32.47,,Pagado a Tiempo,2024-08-28,2024-08-28,,Honduras,,811.80,,4.3000,8,0,416,3200.00,800.00,0.00
110,HN0000109,"1 ",351.37,21.96,,Pagado a Tiempo,2024-08-28,2024-08-27,,Honduras,,549.01,,4.1500,16,0,534,2880.00,720.00,0.00
111,HN0000110,"1 ",254.70,31.84,31.84,Vencido,2024-08-28,,,Honduras,,795.95,795.95,4.1500,8,0,453,3200.00,800.00,0.00
112,HN0000111,"1 ",255.50,31.94,,Pagado a Tiempo,2024-08-28,2024-08-28,,Honduras,,798.44,,4.1500,8,0,452,3210.00,1500.00,220.00
113,HN0000112,"1 ",233.06,29.13,,Pagado Retraso,2024-08-29,2024-08-30,,Honduras,,728.32,,3.5000,8,0,705,3200.00,800.00,0.00
114,HN0000113,"1 ",263.83,32.98,,Pagado a Tiempo,2024-08-29,2024-08-29,,Honduras,,824.48,,4.3000,8,0,416,3250.00,900.00,0.00
115,HN0000114,"1 ",354.29,22.14,,Pagado Retraso,2024-08-29,2024-08-30,,Honduras,,553.58,,4.1500,16,0,489,2904.00,726.00,0.00
116,HN0000115,"1 ",264.26,33.03,33.03,Vencido,2024-08-29,,,Honduras,,825.80,825.80,4.1500,8,0,595,3320.00,830.00,0.00
117,HN0000119,"1 ",341.61,21.35,21.35,Vencido,2024-08-29,,,Honduras,,533.76,533.76,4.1500,16,0,458,2800.00,700.00,0.00
118,HN0000120,"1 ",259.77,32.47,32.47,Vencido,2024-08-29,,,Honduras,,811.80,811.80,4.3000,8,0,416,3200.00,800.00,0.00
120,HN0000123,"1 ",259.77,32.47,,Pagado Retraso,2024-08-29,2024-08-31,,Honduras,,811.80,,4.3000,8,0,416,3200.00,800.00,0.00
122,HN0000126,"1 ",353.32,22.08,22.08,Vencido,2024-08-29,,,Honduras,,552.06,552.06,4.1500,16,0,495,2896.00,724.00,0.00
123,HN0000127,"1 ",390.41,24.40,24.40,Vencido,2024-08-29,,,Honduras,,610.01,610.01,4.1500,16,0,458,3200.00,800.00,0.00
125,HN0000129,"1 ",271.58,33.95,,Pagado Retraso,2024-08-29,2024-09-01,,Honduras,,848.68,,4.1500,8,0,452,3412.00,798.00,220.00
127,HN0000134,"1 ",229.23,28.65,28.65,Vencido,2024-08-29,,,Honduras,,716.36,716.36,4.1500,8,0,459,2880.00,720.00,0.00
128,HN0000135,"1 ",405.05,25.32,25.32,Vencido,2024-08-29,,,Honduras,,632.89,632.89,4.1500,16,0,489,3320.00,830.00,0.00
130,HN0000137,"1 ",222.87,27.86,,Pagado a Tiempo,2024-08-29,2024-08-28,,Honduras,,696.46,,4.1500,8,0,521,2800.00,700.00,0.00
131,HN0000138,"1 ",429.93,35.83,,Pagado Retraso,2024-08-29,2024-09-01,,Honduras,,895.69,,4.1500,12,0,452,4308.20,1039.80,149.00
132,HN0000140,"1 ",390.41,24.40,24.40,Vencido,2024-08-29,,,Honduras,,610.01,610.01,4.1500,16,0,452,3200.00,800.00,0.00
133,HN0000141,"1 ",259.77,32.47,,Pagado Retraso,2024-08-29,2024-08-31,,Honduras,,811.80,,4.3000,8,0,416,3200.00,800.00,0.00
134,HN0000144,"1 ",168.97,21.12,,Pagado Retraso,2024-08-29,2024-08-30,,Honduras,,528.03,,3.5000,8,0,707,2320.00,580.00,0.00
135,HN0000146,"1 ",235.60,29.45,,Pagado a Tiempo,2024-08-29,2024-08-29,,Honduras,,736.25,,4.1500,8,0,486,2960.00,740.00,0.00
136,HN0000148,"1 ",300.10,25.01,,Pagado Retraso,2024-08-29,2024-08-31,,Honduras,,625.21,,4.1500,12,0,637,3007.20,639.80,448.00
137,HN0000149,"1 ",321.15,26.76,,Pagado Retraso,2024-08-29,2024-08-31,,Honduras,,669.07,,3.5000,12,0,707,3600.00,900.00,0.00
194,SV0000006,"2 ",163.37,23.34,23.34,Vencido,2024-09-02,,,El Salvador,,23.34,23.34,4.3000,8,0,427,92.00,23.00,0.00
195,SV0000006,"3 ",140.03,23.34,23.34,Vencido,2024-09-17,,,El Salvador,,23.34,23.34,4.3000,8,0,427,92.00,23.00,0.00
196,SV0000006,"4 ",116.69,23.34,,Fijo,2024-10-02,,,El Salvador,,23.34,,4.3000,8,0,427,92.00,23.00,0.00
197,SV0000006,"5 ",93.35,23.34,,Fijo,2024-10-17,,,El Salvador,,23.34,,4.3000,8,0,427,92.00,23.00,0.00
198,SV0000006,"6 ",70.01,23.34,,Fijo,2024-11-01,,,El Salvador,,23.34,,4.3000,8,0,427,92.00,23.00,0.00
199,SV0000006,"7 ",46.67,23.34,,Fijo,2024-11-16,,,El Salvador,,23.34,,4.3000,8,0,427,92.00,23.00,0.00
200,SV0000006,"8 ",23.33,23.33,,Fijo,2024-12-01,,,El Salvador,,23.33,,4.3000,8,0,427,92.00,23.00,0.00
201,SV0000007,"2 ",184.36,26.34,,Pagado a Tiempo,2024-09-02,2024-08-31,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
202,SV0000007,"3 ",158.02,26.34,,Pagado a Tiempo,2024-09-17,2024-09-17,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
203,SV0000007,"4 ",131.68,26.34,,Fijo,2024-10-02,,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
204,SV0000007,"5 ",105.34,26.34,,Fijo,2024-10-17,,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
205,SV0000007,"6 ",79.00,26.34,,Fijo,2024-11-01,,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
206,SV0000007,"7 ",52.66,26.34,,Fijo,2024-11-16,,,El Salvador,,26.34,,3.2000,8,0,769,120.80,30.20,0.00
207,SV0000007,"8 ",26.32,26.32,,Fijo,2024-12-01,,,El Salvador,,26.32,,3.2000,8,0,769,120.80,30.20,0.00
208,SV0000009,"2 ",149.17,21.31,,Pagado Retraso,2024-09-02,2024-09-28,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
209,SV0000009,"3 ",127.86,21.31,21.31,Vencido,2024-09-17,,,El Salvador,,21.31,21.31,4.3000,8,0,388,84.00,21.00,0.00
210,SV0000009,"4 ",106.55,21.31,,Fijo,2024-10-02,,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
211,SV0000009,"5 ",85.24,21.31,,Fijo,2024-10-17,,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
212,SV0000009,"6 ",63.93,21.31,,Fijo,2024-11-01,,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
213,SV0000009,"7 ",42.62,21.31,,Fijo,2024-11-16,,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
214,SV0000009,"8 ",21.31,21.31,,Fijo,2024-12-01,,,El Salvador,,21.31,,4.3000,8,0,388,84.00,21.00,0.00
266,SV0000016,"2 ",218.45,31.21,,Pagado a Tiempo,2024-09-04,2024-09-04,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
267,SV0000016,"3 ",187.24,31.21,,Pagado Retraso,2024-09-19,2024-09-20,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
268,SV0000016,"4 ",156.03,31.21,,Fijo,2024-10-04,,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
269,SV0000016,"5 ",124.82,31.21,,Fijo,2024-10-19,,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
270,SV0000016,"6 ",93.61,31.21,,Fijo,2024-11-03,,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
271,SV0000016,"7 ",62.40,31.21,,Fijo,2024-11-18,,,El Salvador,,31.21,,4.0000,8,0,697,128.00,32.00,0.00
272,SV0000016,"8 ",31.19,31.19,,Fijo,2024-12-03,,,El Salvador,,31.19,,4.0000,8,0,697,128.00,32.00,0.00
273,SV0000019,"2 ",149.13,21.30,,Pagado Retraso,2024-09-04,2024-09-06,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
274,SV0000019,"3 ",127.83,21.30,,Pagado a Tiempo,2024-09-19,2024-09-19,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
275,SV0000019,"4 ",106.53,21.30,,Fijo,2024-10-04,,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
276,SV0000019,"5 ",85.23,21.30,,Fijo,2024-10-19,,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
277,SV0000019,"6 ",63.93,21.30,,Fijo,2024-11-03,,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
278,SV0000019,"7 ",42.63,21.30,,Fijo,2024-11-18,,,El Salvador,,21.30,,3.5000,8,0,702,93.60,23.40,0.00
279,SV0000019,"8 ",21.33,21.33,,Fijo,2024-12-03,,,El Salvador,,21.33,,3.5000,8,0,702,93.60,23.40,0.00
280,HN0000010,"2 ",359.34,32.67,,Pagado a Tiempo,2024-09-04,2024-09-04,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
281,HN0000010,"3 ",326.68,32.67,,Pagado Retraso,2024-09-19,2024-09-21,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
282,HN0000010,"4 ",294.01,32.67,,Fijo,2024-10-04,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
283,HN0000010,"5 ",261.34,32.67,,Fijo,2024-10-19,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
284,HN0000010,"6 ",228.67,32.67,,Fijo,2024-11-03,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
285,HN0000010,"7 ",196.01,32.67,,Fijo,2024-11-18,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
286,HN0000010,"8 ",163.34,32.67,,Fijo,2024-12-03,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
287,HN0000010,"9 ",130.67,32.67,,Fijo,2024-12-18,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
288,HN0000010,"10 ",98.00,32.67,,Fijo,2025-01-02,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
289,HN0000010,"11 ",65.34,32.67,,Fijo,2025-01-17,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
290,HN0000010,"12 ",32.67,32.67,,Fijo,2025-02-01,,,Honduras,,816.69,,4.1500,12,0,489,3928.20,919.80,249.00
291,SV0000020,"2 ",173.40,24.77,,Pagado Retraso,2024-09-05,2024-09-06,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
292,SV0000020,"3 ",148.63,24.77,,Pagado Retraso,2024-09-20,2024-09-22,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
293,SV0000020,"4 ",123.86,24.77,,Fijo,2024-10-05,,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
294,SV0000020,"5 ",99.09,24.77,,Fijo,2024-10-20,,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
295,SV0000020,"6 ",74.32,24.77,,Fijo,2024-11-04,,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
296,SV0000020,"7 ",49.55,24.77,,Fijo,2024-11-19,,,El Salvador,,24.77,,4.0000,8,0,663,101.60,25.40,0.00
297,SV0000020,"8 ",24.78,24.78,,Fijo,2024-12-04,,,El Salvador,,24.78,,4.0000,8,0,663,101.60,25.40,0.00
298,SV0000021,"2 ",143.36,20.48,,Pagado a Tiempo,2024-09-05,2024-09-05,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
299,SV0000021,"3 ",122.88,20.48,,Pagado a Tiempo,2024-09-20,2024-09-20,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
300,SV0000021,"4 ",102.40,20.48,,Fijo,2024-10-05,,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
301,SV0000021,"5 ",81.92,20.48,,Fijo,2024-10-20,,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
302,SV0000021,"6 ",61.44,20.48,,Fijo,2024-11-04,,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
303,SV0000021,"7 ",40.96,20.48,,Fijo,2024-11-19,,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
304,SV0000021,"8 ",20.48,20.48,,Fijo,2024-12-04,,,El Salvador,,20.48,,4.0000,8,0,663,84.00,21.00,0.00
312,SV0000023,"2 ",263.83,37.69,37.69,Vencido,2024-09-05,,,El Salvador,,37.69,37.69,3.5000,8,594,0,165.60,41.40,0.00
313,SV0000023,"3 ",226.14,37.69,37.69,Vencido,2024-09-20,,,El Salvador,,37.69,37.69,3.5000,8,594,0,165.60,41.40,0.00
314,SV0000023,"4 ",188.45,37.69,,Fijo,2024-10-05,,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
315,SV0000023,"5 ",150.76,37.69,,Fijo,2024-10-20,,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
316,SV0000023,"6 ",113.07,37.69,,Fijo,2024-11-04,,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
317,SV0000023,"7 ",75.38,37.69,,Fijo,2024-11-19,,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
318,SV0000023,"8 ",37.69,37.69,,Fijo,2024-12-04,,,El Salvador,,37.69,,3.5000,8,594,0,165.60,41.40,0.00
334,SV0000025,"2 ",140.20,20.03,,Pagado a Tiempo,2024-09-05,2024-09-02,,El Salvador,,20.03,,3.5000,8,601,0,88.00,22.00,0.00
335,SV0000025,"3 ",120.17,20.03,,Pagado a Tiempo,2024-09-20,2024-09-20,,El Salvador,,20.03,,3.5000,8,601,0,88.00,22.00,0.00
336,SV0000025,"4 ",100.14,20.03,,Fijo,2024-10-05,,,El Salvador,,20.03,,3.5000,8,601,0,88.00,22.00,0.00
337,SV0000025,"5 ",80.11,20.03,,Fijo,2024-10-20,,,El Salvador,,20.03,,3.5000,8,601,0,88.00,22.00,0.00
